popularity,year,rating,name,director,actors
2804,2007,,SP Shankar,Rama Chandurudu,"['Rami Reddy', 'Suman', 'Vidya']"
2805,1987,,Rowdy babai,Sathya Reddy,"['Ashwini', 'Chalapathi Rao', 'Kalyan Chakravarthy Nandamuri', 'Kota Srinivasa Rao']"
2806,1992,,Repati Koduku,Muthyala Subbaiah,"['Babu Mohan', 'Bhagyashree', 'Chandramohan', 'Jayasudha']"
2807,1993,,Rendilla poojari,T. Prabhakar,"['Babu Mohan', 'Giri Babu', 'Tanikella Bharani', 'Mallikharjunarao']"
2808,2008,,Rammudu kadu krishnadu,Shiva Teja,"['Krishna Bhagavan', 'Meenu Bhardwaj', 'Sai Kiran', 'Siva Teja']"
2809,1981,,Rama Lakshmanulu,R. Tyagaraj,"['Mohan Babu', 'Jayasudha', 'Krishnamraju']"
2810,1978,,Rama chilaka,Singeetam Srinivasa Rao,"['Chandramohan', 'Ranganath', 'Vanisri']"
2811,1967,,Raktha Sindhuram,Seetaram C.,"['Sobhan Babu', 'Geetanjali', 'Rajasree', 'Ramakrishna']"
2812,1982,,Raja Mahal,B. Harinaryana,"['Chalam', 'Krishna Ghattamaneni', 'Krishnamraju', 'Jyothi Lakshmi']"
2813,2008,,Raghuram,Rao,"['Rajendra Babu', 'Rupa Kaur', 'Vinod Kumar']"
2814,1971,,Ramalayam,Babu Rao K.,"['Sobhan Babu', 'Chandramohan', 'Kongara Jaggaiah', 'Jamuna']"
2815,1967,,Punyavathi,Dadamirasi,"['Sobhan Babu', 'Chalam', 'Harinath', 'Jyothilakshmi']"
2816,1986,,Punyastree,Ravi Raja Pinisetty,"['Ali', 'Annapoorna', 'Bhavya', 'Karthik']"
2817,2009,,Preminche rojullo,Vishwa Prasad,"['Kirti', 'Nandu Vijay Krishna']"
2818,2006,,Preminchanu kani,M.k.Chowdary,"['Ali', 'Krithika', 'Venu Madhav', 'Amit Tiwari']"
2819,2006,,Premalo Anjali Geetha Krishna,Sibi Malayil,"['Jayaram', 'Laya', 'Sandhya', 'Vineeth']"
2820,2007,,Prema Pokiri,Arasu,"['Priyamani', 'Ramesh', 'Nizhalgal Ravi', 'Rekha']"
2821,1982,,Prema Murthulu,Kodanda Rami Reddy A.,"['Sobhan Babu', 'Lakshmi', 'Radha']"
2822,1985,,Prema Mayam,A. Jagannathan,"['Ambika', 'Shivaji Ganesan', 'Aachi Manorama', 'Prabhu']"
2823,2000,,Prema Gharshana,Prabhu,"['Sonali Bendre', 'Arjun Sarja']"
2824,1986,,Prema Gharshana,M. Rajashekara Reddy,"['Naveena', 'Kota Srinivasa Rao', 'Sarath']"
2825,1978,,Prema Paga,Latha,"['Murali Mohan', 'Roopa', 'Savitri']"
2826,1989,,Praja Theerpu,Pothuneedi Krishna,"['Chandrika', 'M. Mallikarjuna Rao', 'Narra Venkateswara Rao', 'Sudhakar']"
2827,1964,,Pooja phalam,Bommireddy Narasimha Reddy,"['Gummadi', 'Kongara Jaggaiah', 'Jamuna', 'Akkineni Nageshwara Rao']"
2828,2009,,Police Style,Devarapalli,"['Ali', 'Krishna Bhagavan', 'Ranganath', 'Rami Reddy']"
2829,1986,,Police Officer,Vijaya Baapineedu,"['Bhanuchander', 'Suhasini']"
2830,1993,,Police Lockup,Kodi Ramakrishna,"['Giri Babu', 'Vinod Kumar', 'Vijayshanti']"
2831,1990,,Police Bharya,Narasimha Rao Relangi,"['V.K. Naresh', 'G. Maruti Rao', 'Seetha']"
2832,1998,,Pellikoduku Ammabadunu,Kasthuri Raja,"['Rajendra Prasad', 'Urvashi']"
2833,1973,,Pinni,Tahira Kashyap,"['Vijaya Nirmala', 'Vijaya Nirmala']"
2834,2011,,Pilla Dorikithe Pelli,Vijay Krishnan,"['Baladitya', 'Ravali', 'Geetha Singh', 'A.V.S. Subramanyam']"
2835,1966,,Pidugu Ramudu,B. Vittalacharya,"['Taraka Rama Rao Nandamuri', 'Rajanala', 'Rajasree', 'Vanisri']"
2836,1999,,Pichodi Chetilo Raayi,Narayana Rao Dasari,"['Narayana Rao Dasari', 'Indraja', 'Sujatha Jayakar']"
2837,1976,,Pichi maaraju,Rajendra Prasad V.B.,"['Sobhan Babu', 'Manjula Vijayakumar']"
2838,1980,,Pelli Gola,Subba Rao Katta,"['Mohan Babu', 'Gayatri', 'Jayamalini', 'Kakarala']"
2839,2000,,Pellam Vachindi,G.R. Krishna Reddy,"['Radhika Chowdary', 'Manichandana', 'Suman']"
2840,1981,,Pedala Brathukulu,V. Madhusudan Rao,"['Annapoorna', 'Chalam', 'Rallapalli', 'Sudhakar']"
2841,1971,,Pavitra Hrudayalu,A.C. Trilogchander,"['Gummadi', 'Jamuna', 'Satyanarayana Kaikala', 'Taraka Rama Rao Nandamuri']"
2842,1986,,Pavitra,Vinay,"['Bhanupriya', 'Chandramohan', 'Satyanarayana Kaikala', 'Rajendra Prasad']"
2843,1967,,Patukunte Padivelu,Mallikarjuna Rao,"['Chalam', 'Gummadi', 'Satyanarayana Kaikala', 'Meena Kumari']"
2844,1971,,Pattukunte Laksha,B. Harinaryana,"['Krishna Ghattamaneni', 'Satyanarayana Kaikala', 'Meena Kumari', 'Nagabhushanam']"
2845,1971,,Pattindalla Bangaram,G.V.R. Seshgiri Rao,"['Chalam', 'Haranath', 'Kongara Jaggaiah', 'Satyanarayana Kaikala']"
2846,1980,,Pasupu Thadu,Balaiah M.,"['Sarath Babu', 'Radha']"
2847,1980,,Pasupu Parani,Durga Nageshwara Rao,"['Gummadi', 'Jayamalini', 'Murali Mohan', 'Nirmalamma']"
2848,1968,,Panthalu Pattimpulu,K.B. Tilak,"['Sobhan Babu', 'Geetanjali', 'Gummadi', 'Ramaprabha']"
2849,1984,,Palanati Pulli,T.L.V. Prasad,"['Nandamuri Balakrishna', 'Bhanupriya']"
2850,1994,,Palleturi Mogudu,G. Sathyamurthy,"['Gautami', 'Suman']"
2851,1989,,Palanati Rudriaha,Blv Prasad,"['Hema', 'Suman', 'Vijayshanti']"
2852,1981,,Pakkinti ammayi,K. Vasu,"['S.P. Balasubrahmanyam', 'K. Chakravarthy', 'Chandramohan', 'Jayasudha']"
2853,1966,,Paduka Pattabishekam,Vasanth Kumar Reddy,"['T. Kirshna Kumari', 'Leelavathi', 'Balaiah M.', 'Kanta Rao']"
2854,1994,,Padavi Pramanam,Uday Shankar,"['Ramesh Aravind', 'Rajan P. Dev', 'Vijayakanth']"
2855,1985,,Padandi Munduku,C. Umamaheshwara Rao,"['Geetha', 'Siva Krishna', 'Nuthan Prasad']"
2856,1986,,Padaharella Ammayi,P.S. Krishna Mohan Reddy,"['Rajendra Prasad', 'Sudha']"
2857,1994,,Pari Poyina Khaideelu,Vallabaneni Janardhan,"['Vallabaneni Janardhan', 'Silk Smitha', 'Sudhakar']"
2858,2013,,Operation IPS,Mohan Kanth,"['Aarthi Agarwal', 'Krishna Murali Posani']"
2859,1983,,Ooha sundari,Anil Kumar,"['Geetha', 'Nalini', 'V.K. Naresh', 'Sudhakar']"
2860,2000,,Oke maata,Muthyala Subbaiah,"['Upendra', 'Ramya Krishnan', 'Raasi', 'Nagendra Babu']"
2861,1989,,O Varsham kurisina ratiri,Ashok Kumar,"['Sarath Babu', 'Silk Smitha']"
2862,2005,,O Priyathama,Manichandana,"['Monalisa', 'Satish']"
2863,2018,,Divya Mani,Giridhar Gopal,"['Vaishali Deepak', 'Suresh Kamal', 'Sayaji Shinde']"
2864,2018,,Aghora,Durgam Rao,"['Nagendra Babu', 'Ponnambalam', 'Yuvaraj Rejeti']"
2865,1990,,O papa lalli,Vasanth,"['S.P. Balasubrahmanyam', 'Geetha', 'Radhika Sarathkumar']"
2866,2018,,Nivuru,Rushi Krishna,"['Maha Dev', 'Mamatha']"
2867,2002,,Nuvve nenu nene nuvvu,Darapaneni Padmanaba Rao,"['Azad', 'Jyothi']"
2868,1989,,Nuvve Naa Srimathi,I.V. Sasi,"['Ravi Kumar', 'Vijay Kumar', 'Sridevi']"
2869,2007,,No Entry,P. Vijay Varma,"['Monalisa', 'Aditya Om']"
2870,2011,,Nishabda Viplavam,Krishna Murali Posani,"['Surya Rao', 'Sunakshi']"
2871,1967,,Nirdoshi,Dada Mirasi,"['Anjali Devi', 'Satyanarayana Kaikala', 'Taraka Rama Rao Nandamuri', 'Savitri']"
2872,1986,,Nippulanti manishi,Sb Chakravathy,"['Nandamuri Balakrishna', 'Radha']"
2873,1982,,Nijam Chepite Nerama,Balaiah M.,"['Krishnamraju', 'Jaya Prada', 'Nuthan Prasad', 'Raogopalrao']"
2874,1986,,Neti yuga dharmam,G. Rammohan Rao,"['Gummadi', 'Jayasudha', 'Krishnamraju', 'G. Maruti Rao']"
2875,2015,,Nesthanivi,Kirankanth,"['Krishna Murali Posani', 'Narasimha Raju', 'Thagubotu Ramesh']"
2876,1991,,Nenera Police,G. Anil Kumar,"['Satyanarayana Kaikala', 'V.K. Naresh', 'Kota Srinivasa Rao', 'Vani Viswanath']"
2877,2006,,Neethone Nennunna,Sai Venkat,"['Chandramohan', 'Yuvika Chowdary', 'Suman Shetty']"
2878,2009,,Neelo Naalo,Nanda Kumar,"['Shaam', 'Sneha']"
2879,1999,,Neeli Meghalu,Ramesh Thummala,"['Veeren Bose', 'Maheswari Jayakrishna', 'M.S. Narayana', 'Uttej']"
2880,2013,,Needa,J.S. Chowdary,"['Ravi Babu', 'Jakki', 'Vipin Naik', 'Devna Pani']"
2881,2003,,Navvu Navinchu,D. Ranga Rao,"['Jyotshna', 'Madhulika', 'Suman']"
2882,2006,,Natho Vasthava,Sundar C.,"['Prabhu Deva', 'Anjala Zaveri']"
2883,2002,,Narahari,Thriller Manju,"['Tanikella Bharani', 'Sai Kumar', 'Thriller Manju', 'Jayaprakash Reddy']"
2884,2007,,Namaste Guruva,Shakti Paramesh,"['Abbas', 'Nassar', 'Sathyaraj']"
2885,2009,,Nallabbai Tellammai,Nani Krishna,"['Venu Madhav', 'Pavan', 'Sravani']"
2886,1996,,Nallapusalu,Babji,"['Ali', 'Indraja']"
2887,1981,,Nayudu gari abbai,B.V. Prasad,"['Ambika', 'Krishna Ghattamaneni', 'Allu Ramalingaiah', 'Ranganath']"
2888,2005,,Naa Kalalo Neeve,P. Sekhar,"['Devika', 'Sudheer']"
2889,1985,,Musugu Donga,Subba Rao B.A.,"['Sarath Babu', 'Bhanupriya', 'Rajendra Prasad', 'Raogopalrao']"
2890,2005,,Mulla Kireetam,N.S. Raja Reddy,"['Jayalalitha', 'Ravali', 'N.S. Raja Reddy', 'Suman']"
2891,1983,,Mukku Pudaka,Kodi Ramakrishna,"['Bhanuchander', 'Chandramohan', 'Gollapudi Maruthi Rao', 'Suhasini']"
2892,1985,,Muddula Chellelu,Imandi Rama Rao,"['Aruna Mucherla', 'Murali Mohan', 'Nuthan Prasad', 'Ranganath']"
2893,1987,,Muddu Bidda,P. Chandrashekar Reddy,"['Krishna Ghattamaneni', 'Rajani']"
2894,1995,,Muddayi Muddugumma,Ramya Krishnan,['Suman']
2895,1981,,Mudda Mandaram,Jandhyala Subramanya Shastry,"['Annapurna', 'Poornima', 'Pradeep', 'Suthi Velu']"
2896,1996,,Mrugam,Rudraraju Suresh Varma,"['J.D. Chakravarthi', 'Maheswari Jayakrishna', 'Jeeva']"
2897,1982,,Mr. Vijay,S.A. Chandrashekhar,"['Ambika', 'Rajinikanth']"
2898,1982,,Mister Vijay,S.A. Chandrashekhar,"['Ambika', 'Rajinikanth']"
2899,1985,,Moodila muchata,Kodi Ramakrishna,"['Chandramohan', 'Jayamalini', 'Aruna Mucherla', 'Gollapudi Maruthi Rao']"
2900,1983,,Moogavani paga,Boyani Subbarao,"['Mohan Babu', 'Satyanarayana Kaikala', 'Kavitha', 'Allu Ramalingaiah']"
2901,1980,,Moodumulla bandam,Muthyala Subbaiah,"['Sarath Babu', 'Madhavi', 'Rajendra Prasad']"
2902,1972,,Mohammad Bin Tuglaq,B.V. Prasad,"['Krishnamraju', 'Nagabhushanam', 'Ramaprabha']"
2903,1981,,Minister Mahalakshmi,Ranga Rao,"['Jayanthi', 'Nuthan Prasad', 'Narasimha Raju']"
2904,1978,,Melukolupu,B.V. Prasad,"['Nagabhushanam', 'Taraka Rama Rao Nandamuri', 'Prabhakar Reddy', 'Jaya Prada']"
2905,1970,,Megham,Sunil Kumar Reddy,"['Brahmanandam', 'Raghunath', 'Tanu Roy']"
2906,2002,,Mee Kosam,Ramyasri,['Sharmily']
2907,1985,,Maaya Laadi,P C Reddy,"['Bhanuchander', 'Silk Smitha']"
2908,1981,,Maa Voori Pedda Manushulu,Perala,"['Nuthan Prasad', 'Narasimha Raju', 'Allu Ramalingaiah', 'Raogopalrao']"
2909,1981,,Maro Kurukshetram,Lenin,"['Bhanuchander', 'Nagabhushanam', 'Nuthan Prasad', 'Sharada']"
2910,1973,,Manuvu Manasu,Chandrakala,"['Chandramohan', 'Vijayalalitha']"
2911,1987,,Marana Homam,A. Kodandarami Reddy,"['Krishnamraju', 'Kushboo', 'Kalyan Chakravarthy Nandamuri', 'Radhika Sarathkumar']"
2912,1983,,Manishiki maro peru,Prasad Tathineni,"['Annapoorna', 'Chandramohan', 'Poornima', 'Ranganath']"
2913,2002,,Mandaram,Polur Ghatikachalam,"['Tanikella Bharani', 'Laila Khan', 'Ajay Raghavendra', 'Dharmavarapu Subramanyam']"
2914,1987,,Mandaladeeshudu,M. Prabhakar Reddy,"['Bhanumathi Ramakrishna', 'Kota Srinivasa Rao', 'Chander Vijay']"
2915,1974,,Manchivadu,V. Madhusudan Rao,"['V. Indira', 'Kanchana', 'Ramaprabha', 'Akkineni Nageshwara Rao']"
2916,1991,,Manchi Roju,Mouli,"['Vinod Kumar', 'Sakshi Ranga Rao', 'Shobana']"
2917,1965,,Manushulu Mamathalu,Kolli Pratyagatma,"['Jayalalitha J', 'Kongara Jaggaiah', 'Akkineni Nageshwara Rao', 'Savitri']"
2918,1973,,Mamatha,P. Chandrashekar Reddy,"['Krishna Ghattamaneni', 'Jamuna', 'Satyanarayana Kaikala', 'Krishnamraju']"
2919,1980,,Mama Alludu Sawal,K.S.R. Das,"['Krishna Ghattamaneni', 'Ranganath', 'Sridevi']"
2920,2012,,Neti Mahatama,Sreerangam Satish Kumar,"['Kondavalasa Lakshmana', 'Nagendra Babu', 'Rami Reddy']"
2921,1985,,Maharaju,Vijaya Baapineedu,"['Sobhan Babu', 'Suhasini']"
2922,1985,,Maha Manishi,Balaiah M.,"['Krishna Ghattamaneni', 'Kongara Jaggaiah', 'Jayasudha', 'Radha']"
2923,1990,,Magadu,K. Madhu,"['Jeevitha', 'Lizy', 'Murali Mohan', 'Rajasekhar']"
2924,1987,,Madana Gopaludu,P.S. Mohan Reddy,"['Ramya Krishnan', 'Rajendra Prasad']"
2925,1994,,Maa Voori Maaraju,Kodi Ramakrishna,"['Arjun Sarja', 'Soundarya']"
2926,1988,,Maa Oori Kittayya,P. Kalaimani,"['Radhika Sarathkumar', 'Vijayakanth']"
2927,1986,,Maa Vari Gola,V. Vidyasagar Reddy,"['Manochithra', 'V.K. Naresh']"
2928,2007,,Maa Srimalli,Gudapati Rajkumar,"['Nagendra Babu', 'Baby Sushmitha']"
2929,1970,,Maa Manchi Akkayya,V. Ramachandra Rao,"['Sobhan Babu', 'Krishna Ghattamaneni', 'K.R. Vijaya']"
2930,1983,,Maa intiki Randi,Kodi Ramakrishna,"['Bhanuchander', 'Suhasini']"
2931,1988,,Maa inti maharaju,Vijaya Baapineedu,"['Jayasudha', 'Krishnamraju']"
2932,1980,,Maa inti devatha,Padmanabham,"['Krishna Ghattamaneni', 'Harinath', 'Jamuna']"
2933,1982,,Maa inti aayana katha,Phanindhra,"['Chandramohan', 'Ramaprabha', 'Sulakshana']"
2934,1978,,Love Marriage,T. Lenin Babu,"['Jayachitra', 'Allu Ramalingaiah', 'Ranganath']"
2935,2010,,Maa annaya bangaram,Jonnalagada Bhupati Raja,"['Kamalinee Mukherjee', 'Aditya Om', 'Rajasekhar', 'Jayaprakash Reddy']"
2936,2008,,Maa alludu lavangam,Satish Kumar,"['Krishna Bhagavan', 'Vijay Bhaskar', 'Lakshman Rao Kondavalasa']"
2937,1968,,lakshmi nivasam,V. Madhusudan Rao,"['Sobhan Babu', 'Krishna Ghattamaneni', 'Vanisri']"
2938,1975,,Lakshmana Rekha,N. Gopala Rao,"['Chandramohan', 'Jayasudha', 'Murali Mohan']"
2939,1980,,Lady James bond,P. Chandrashekar Reddy,['Silk Smitha']
2940,1968,,kumkuma Bharina,Vedantam Raghavaiah,"['Sobhan Babu', 'Anjali Devi', 'Kanta Rao']"
2941,2012,,Kulu manali,Satish Vegesna,"['Krishnudu', 'Vimala Raman', 'Shashank', 'Archana Shastry']"
2942,1975,,Kotha Kapuram,P. Chandrashekar Reddy,"['Bharathi', 'Krishna Ghattamaneni']"
2943,1986,,Konaseema Kurradu,Ravi Raja Pinisetty,"['Bhanupriya', 'Raogopalrao', 'Arjun Sarja']"
2944,1993,,Kirayi Gunda,S.S. Ravi Chander,"['Bhanupriya', 'Krishna Ghattamaneni', 'Ramya Krishnan']"
2945,1990,,Killer Jhansi,Rajan,"['Kalabhavan Mani', 'Vani Viswanath']"
2946,1972,,Kiladi Bullodu,Nandamuri Ramakrishna,"['Sobhan Babu', 'Chandrakala']"
2947,2001,,Khaki Chokka,Vicky,"['Sai Kumar', 'Neelambari']"
2948,1987,,Khaidi Nagamma,P. Chandrashekar Reddy,"['Sarath Babu', 'Madhavi']"
2949,1980,,Kalyana Chakravarthi,M.S. Kota Reddy,"['Jayasudha', 'Krishnamraju']"
2950,1997,,Kaliyugam lo Gandaragolam,Soma Raju,"['Ali', 'Subhasri']"
2951,1964,,Kalavari Kodalu,Hemambharadhara Rao K.,"['T. Kirshna Kumari', 'Taraka Rama Rao Nandamuri']"
2952,1964,,Klavari Kodalu,Hemambharadhara Rao K.,"['T. Kirshna Kumari', 'Taraka Rama Rao Nandamuri']"
2953,1982,,Kalahala Kapuram,K. Vasu,"['Chandramohan', 'Saritha']"
2954,1987,,Kaboye Alludu,Narasimha Rao Relangi,"['Chandramohan', 'Rajendra Prasad']"
2955,1990,,Justice Rudramadevi,Ranga Rao Kurra,"['Sarath Babu', 'V.K. Naresh', 'Jaya Prada']"
2956,2015,,Jai Jagadeka Veera,P.S. Ramu,"['Santosh Pavan', 'Wahida']"
2957,2010,,Jai Bhadrakali,Kodi Ramakrishna,"['Ramya Krishnan', 'Sai Kumar', 'Prema']"
2958,,,Patnagarh,Rajesh Touchriver,"['Atul Kulkarni', 'Manoj Misra', 'Tanikella Bharani', 'Yashpal Sharma']"
2959,1988,,Jhansi rani,Satyanand,"['Bhanupriya', 'Rajendra Prasad']"
2960,2004,,Jai Balaji,Allani Sreedhar,"['M.S. Narayana', 'Dharmavarapu Subramanyam', 'Suman', 'Surekha Vani']"
2961,1982,,Jaggu,P. Chandrashekar Reddy,"['Jayasudha', 'Satyanarayana Kaikala', 'Krishnamraju']"
2962,1973,,Jagame maya,I.N. Moorthy,"['Murali Mohan', 'Vijayalalitha']"
2963,2009,,Jagadguru Sri Shiridi Saibaba,Ramakrishna,"['Ramaprabha', 'B.v Reddy', 'Suman']"
2964,2007,,Itlu nee vennala,Mamidi Krishna,"['Varshini', 'Vasu']"
2965,1990,,Irugillu Porugillu,Narasimha Rao Relangi,"['V.K. Naresh', 'Kota Srinivasa Rao', 'Vani Viswanath']"
2966,1987,,Inti Donga,Kodi Ramakrishna,"['Kalyan Chakravarthy Nandamuri', 'Raogopalrao', 'Ashwini', 'Giri Babu']"
2967,1972,,Inspector Bharya,Pv Satyanaryana Rao,"['Krishna Ghattamaneni', 'Krishnamraju', 'Ramaprabha']"
2968,2009,,Indumathi,Harsha Reddy,"['Shweta Bhardwaj', 'Venu Madhav', 'Sivaji']"
2969,1988,,Indra Dhanush,Ranga Rao K.,"['Jeevitha', 'Rajasekhar']"
2970,1983,,Iddaru Kiladeelu,Narasimha Rao Relangi,"['Jayasudha', 'Nuthan Prasad', 'Bhanuchander', 'Ramana Murthi J.V.']"
2971,1997,,Hello i love you,Veera Shankar,"['Saadhika Randhawa', 'Meka Srikanth']"
2972,1984,,Gudi Gantalu Mrogai,Dhavala Satyam,"['Sai Chand', 'Aruna Mucherla', 'Rajendra Prasad']"
2973,1974,,Gowri,P. Chandrashekar Reddy,"['Krishna Ghattamaneni', 'Jamuna']"
2974,1967,,Goppa vari Gotralu,Anichetti Appa Rao,"['Indira', 'Seshagiri Rao']"
2975,1980,,Gootiloni Ramachilaka,G. Rama Mohana Rao,"['Murali Mohan', 'Nagabhushanam', 'Saritha']"
2976,2010,,Glamour,Satya Reddy,"['Karishma Kotak', 'Rami Reddy', 'Telangana Sakuntala']"
2977,1981,,Gola Nagamma,Raju Pv,"['Satyanarayana Kaikala', 'Narasimha Raju']"
2978,1988,,Garjinchina Ganga,Seshagiri Rao Kommineni,"['Sarath Babu', 'Jayasudha', 'Arjun Sarja']"
2979,1995,,Garjana,Anil Kumar,"['Bhanupriya', 'Suman']"
2980,1987,,Gandhinagar Rendo Veedhi,P. Ramachandran,"['Sarath Babu', 'Gautami', 'Rajendra Prasad']"
2981,1972,,Gandara Gandadu,K.S.R. Das,"['Chalapathi Rao', 'Rajanala', 'Kantha Rao']"
2982,1974,,Galipatalu,D. Prakasha Rao,"['Krishna Ghattamaneni', 'Vijaya Nirmala']"
2983,1983,,Gaaju Bommalu,Koneru Ravindranath,"['Sarath Babu', 'Gummadi', 'Poornima']"
2984,2009,,Flash News,Ashok,"['Rajeev Kanakala', 'Navnit Ravi Rana', 'Suresh', 'Nagendra Babu']"
2985,2000,,February 14 necklace road,Seenu,['Suman']
2986,2005,,Evaru Nenu,Bhimeshwara Rao Munjuloori,"['Krishna Ghattamaneni', 'Radhika Sarathkumar', 'L.B. Sriram']"
2987,1968,,Evaru Monagadu,T.R. Sundaram,"['Showkar Janaki', 'Kantha Rao']"
2988,1997,,Evandi Pelli Chesukondi,Sarath,"['Ramya Krishnan', 'Raasi', 'Suman', 'Vineeth']"
2989,1982,,Evandoi Srimathi Garu,Narasimha Rao Relangi,"['Chandramohan', 'Radhika Sarathkumar']"
2990,2007,,DTS Nishabdam,Ali,['Aditya Om']
2991,1979,,Edi Papam Edi Punyam,K. Vasu,['Chandramohan']
2992,2013,,Ee Rojullo Romantic Crime Story,Santosh,"['Kiran Kumar', 'Liza']"
2993,1965,,Dorikithe Dongalu,P. Subramanyam,"['Jamuna', 'Taraka Rama Rao Nandamuri']"
2994,1988,,Doragarintlo Dongodu,Kodi Ramakrishna,"['Sobhan Babu', 'Radha', 'Satyanarayana Kaikala', 'Gollapudi Maruthi Rao']"
2995,1987,,Dongodochadu,Kodi Ramakrishna,"['Krishna Ghattamaneni', 'Radha']"
2996,1994,,Donga Rascal,Anil Kumar,"['Divyavani', 'Meka Srikanth']"
2997,1987,,Donga gari Swagatham,G. Rama Mohana Rao,"['Krishna Ghattamaneni', 'Vijayshanti']"
2998,1988,,Doctor Gari Abbai,Ramachandra Rao P.N.,"['Asha Rani', 'Arjun Sarja']"
2999,1982,,Doctor Cine Actor,Vijaya Nirmala,"['Krishna Ghattamaneni', 'Jayasudha']"
3000,1985,,Disco Samrat,Nagesh,"['Anand Babu', 'Ramya Krishnan']"
3001,2012,,Disco,Hari. k. Chanduri,"['Ali', 'M.S. Narayana', 'Sara Sharma', 'Nikhil Siddharth']"
3002,2010,,Dhoom Dhaam,Silaanandhan Yaalala,"['Brahmaji', 'Gorati Venkanna']"
3003,1974,,Dhanavantulu Gunavantulu,Vara Prasad,"['Krishna Ghattamaneni', 'Vijaya Nirmala']"
3004,1973,,Devi Lalithamba,G.N. Velumani,"['Manju Bhargavi', 'V. Indira', 'K.R. Vijaya']"
3005,2005,,Devi Abhayam,Vijaya Sarathy,"['Prema', 'Raasi', 'Saikiran']"
3006,1971,,Debbaku tha dongala Mutha,P. Subramanyam,"['Sobhan Babu', 'Vanisri']"
3007,1979,,Dasa Thirigindi,K. Subba Rao,"['Chandramohan', 'Murali Mohan']"
3008,2010,,Dasanna,Meena,['Srihari']
3009,2002,,Coolie,A. Vijay,"['Mumtaj', 'Raasi', 'Srihari']"
3010,1975,,Chinnanati Kalalu,T. Lenin Babu,"['K. Viswanath', 'Jayanthi', 'Krishnamraju']"
3011,2000,,Cinema Pichollu,Mohan,"['Venu Madhav', 'Nuthan Prasad']"
3012,1988,,Chuttalabbai,Kodi Ramakrishna,"['Krishna Ghattamaneni', 'Radha', 'Suhasini']"
3013,2013,,Chowrasta,Yuvaraj,"['Raja', 'Roshafiq Roslee', 'Shruti']"
3014,1965,,Chitti thalli,Haranath,[]
3015,2011,,Chattam,P.A. Arun Prasad,"['Jagapathi Babu', 'Vimala Raman']"
3016,2012,,Chanakyudu,G. Srinivas,"['Tanish Alladi', 'Ishita Dutta']"
3017,1978,,Chalicheemalu,Devadas Kanakala,"['Nuthan Prasad', 'Rallapalli', 'S.P. Shailaja']"
3018,1971,,Chalaki Rani Khiladi Raja,Vijay,"['Krishna Ghattamaneni', 'Vijayalalitha']"
3019,1974,,Chairman Chalamayya,Ramineedu Gutha,"['Chalam', 'Vijayalalitha']"
3020,1974,,Chaduvu Samskaram,Rajasri,"['Gummadi', 'Satyanarayana Kaikala']"
3021,1987,,Jaganmatha,Dhana Koteswara Rao,"['Balaiya', 'Dhulipala', 'K.R. Vijaya']"
3022,2017,,Okka ROjulo,Mohan Naidu,['Mohan Naidu']
3023,1986,,Chadastapu mogudu,Sarath,"['Bhanupriya', 'Suman']"
3024,2012,,Bullabbai,Raju,"['Brahmanandam', 'Krishnudu']"
3025,2012,,Bongaram,Santosh Parlawar,"['Krishnudu', 'Napolean', 'Santosh Parlawar']"
3026,2013,,Bheemudu kadu Krishnudu,Raju,"['Krishnudu', 'Nancy', 'Thagubothu Ramesh']"
3027,2000,,Bhavani,Subba Rao,"['Brahmaji', 'Suresh']"
3028,1988,,Bharya Bhartala Bhagotam,Mahesh Kumar Malani,"['Ashwini', 'Chandramohan', 'Jeevitha', 'Rajendra Prasad']"
3029,1995,,Bharatha Simham,Saagar,"['Krishna Ghattamaneni', 'Indraja', 'Kasthuri', 'Murali Mohan']"
3030,1983,,Bhale Thamasha,Visu,"['Karthik', 'Sulakshana']"
3031,1987,,Lawyer Suhasini,Vamsy,"['Bhanuchander', 'Rajendra Prasad', 'Suhasini']"
3032,1998,,Bhale Police,Krishna,"['Ali', 'Ritu Shilpa']"
3033,2007,,Bhale Master,Maadala Ashwak Anjibabu,"['Kalpana', 'Aditya Om']"
3034,1989,,Bhagavan,Bhanupriya,"['Krishnamraju', 'Nagendra Babu']"
3035,1975,,Bhagasthulu,A. Bhimsingh,"['Satyanarayana Kaikala', 'Nagabhushanam']"
3036,1971,,Basthi bulbul,Seshagiri Rao,"['Vijayachander', 'Vijayalalitha']"
3037,1985,,Bangaru chilaka,Anil Kumar,"['Bhanupriya', 'Arjun Sarja']"
3038,1988,,Bandipotu,T.L.V. Prasad,"['Gautami', 'Suman']"
3039,1972,,Bala MIthrula Katha,Varaprasad Rao,"['Gummadi', 'Kongara Jaggaiah', 'Nagabhushanam']"
3040,1983,,Balidhaanam,Sobhan Babu,['Madhavi']
3041,2000,,Balaram,Ravi Raja Pinisetty,"['Maheswari Jayakrishna', 'Srihari', 'Vineeth']"
3042,2010,,badmash,Vandemataram Srinivas,"['Chandramohan', 'Ekta', 'Naga Siddarth']"
3043,1995,,Badili,C.V. Reddy,"['Anand Babu', 'Raasi']"
3044,1989,,Atha mechina alludu,Kodi Ramakrishna,"['Krishna Ghattamaneni', 'Satyanarayana Kaikala', 'Jaya Prada']"
